application_date,segment,branch_id,state,zone,no_of_applicants
5/4/2017,1,264,PUNJAB,NORTH,0
5/4/2017,1,265,ANDHRA PRADESH,SOUTH,0
5/4/2017,1,266,TELANGANA,SOUTH,0
5/4/2017,1,267,ANDHRA PRADESH,SOUTH,0
5/4/2017,1,268,UTTAR PRADESH,EAST,0
5/4/2017,1,269,UTTAR PRADESH,EAST,0
5/4/2017,1,270,UTTAR PRADESH,EAST,0
5/4/2017,1,271,HARYANA,NORTH,0
7/4/2017,1,1,WEST BENGAL,EAST,76
7/4/2017,1,3,DELHI,NORTH,74
7/4/2017,1,5,KARNATAKA,SOUTH,102
7/4/2017,1,7,WEST BENGAL,EAST,24
7/4/2017,1,8,WEST BENGAL,EAST,28
7/4/2017,1,9,WEST BENGAL,EAST,27
7/4/2017,1,10,WEST BENGAL,EAST,29
7/4/2017,1,11,WEST BENGAL,EAST,22
7/4/2017,1,13,TAMIL NADU,SOUTH,10
7/4/2017,1,14,UTTAR PRADESH,EAST,0
7/4/2017,1,15,PUNJAB,NORTH,8
7/4/2017,1,16,TELANGANA,SOUTH,23
7/4/2017,1,17,ANDHRA PRADESH,SOUTH,5
7/4/2017,1,18,MAHARASHTRA,WEST,44
7/4/2017,1,19,MAHARASHTRA,WEST,73
7/4/2017,1,20,ORISSA,SOUTH,48
7/4/2017,1,21,MAHARASHTRA,WEST,0
7/4/2017,1,29,WEST BENGAL,EAST,10
7/4/2017,1,34,GUJARAT,WEST,107
7/4/2017,1,35,TAMIL NADU,SOUTH,0
7/4/2017,1,36,ASSAM,EAST,47
7/4/2017,1,42,WEST BENGAL,EAST,15
7/4/2017,1,43,TAMIL NADU,SOUTH,0
7/4/2017,1,48,ORISSA,SOUTH,26
7/4/2017,1,61,GUJARAT,WEST,33
7/4/2017,1,62,PUNJAB,NORTH,2
7/4/2017,1,63,JHARKHAND,SOUTH,17
7/4/2017,1,64,KARNATAKA,SOUTH,20
7/4/2017,1,65,ASSAM,EAST,35
7/4/2017,1,66,ANDHRA PRADESH,SOUTH,0
7/4/2017,1,67,GUJARAT,WEST,103
7/4/2017,1,68,GUJARAT,WEST,5
7/4/2017,1,69,TAMIL NADU,SOUTH,0
7/4/2017,1,70,MAHARASHTRA,WEST,11
7/4/2017,1,72,PUNJAB,NORTH,3
7/4/2017,1,73,PUNJAB,NORTH,8
7/4/2017,1,74,MAHARASHTRA,WEST,24
7/4/2017,1,76,TAMIL NADU,SOUTH,7
7/4/2017,1,77,MAHARASHTRA,WEST,10
7/4/2017,1,78,MAHARASHTRA,WEST,11
7/4/2017,1,79,UTTARAKHAND,EAST,18
7/4/2017,1,82,KERALA,SOUTH,10
7/4/2017,1,84,CHHATTISGARH,CENTRAL,0
7/4/2017,1,85,MAHARASHTRA,WEST,9
7/4/2017,1,100,UTTAR PRADESH,EAST,0
7/4/2017,1,101,UTTAR PRADESH,EAST,0
7/4/2017,1,103,BIHAR,EAST,15
7/4/2017,1,104,JHARKHAND,SOUTH,10
7/4/2017,1,105,GUJARAT,WEST,9
7/4/2017,1,111,ANDHRA PRADESH,SOUTH,0
7/4/2017,1,117,MAHARASHTRA,WEST,0
7/4/2017,1,120,TRIPURA,EAST,13
7/4/2017,1,121,KARNATAKA,SOUTH,0
7/4/2017,1,135,MAHARASHTRA,WEST,66
7/4/2017,1,136,TAMIL NADU,SOUTH,36
7/4/2017,1,137,MAHARASHTRA,WEST,33
7/4/2017,1,147,MADHYA PRADESH,CENTRAL,31
7/4/2017,1,159,BIHAR,EAST,0
7/4/2017,1,165,ORISSA,EAST,4
7/4/2017,1,202,UTTARAKHAND,EAST,0
7/4/2017,1,207,GUJARAT,WEST,0
7/4/2017,1,217,BIHAR,EAST,0
7/4/2017,1,248,MAHARASHTRA,WEST,0
7/4/2017,1,249,MAHARASHTRA,WEST,0
7/4/2017,1,250,GUJARAT,WEST,0
7/4/2017,1,251,TRIPURA,EAST,0
7/4/2017,1,254,ASSAM,EAST,0
7/4/2017,1,255,ASSAM,EAST,0
7/4/2017,1,257,GUJARAT,WEST,0
7/4/2017,1,258,HARYANA,NORTH,0
7/4/2017,1,259,HARYANA,NORTH,0
7/4/2017,1,260,TAMIL NADU,SOUTH,0
7/4/2017,1,261,HARYANA,NORTH,0
7/4/2017,1,262,UTTAR PRADESH,EAST,0
7/4/2017,1,263,ANDHRA PRADESH,SOUTH,0
7/4/2017,1,264,PUNJAB,NORTH,0
7/4/2017,1,265,ANDHRA PRADESH,SOUTH,0
7/4/2017,1,266,TELANGANA,SOUTH,0
7/4/2017,1,267,ANDHRA PRADESH,SOUTH,0
7/4/2017,1,268,UTTAR PRADESH,EAST,0
7/4/2017,1,269,UTTAR PRADESH,EAST,0
7/4/2017,1,270,UTTAR PRADESH,EAST,0
7/4/2017,1,271,HARYANA,NORTH,0
12/4/2017,1,1,WEST BENGAL,EAST,123
12/4/2017,1,3,DELHI,NORTH,57
12/4/2017,1,5,KARNATAKA,SOUTH,104
12/4/2017,1,7,WEST BENGAL,EAST,34
12/4/2017,1,8,WEST BENGAL,EAST,19
12/4/2017,1,9,WEST BENGAL,EAST,25
12/4/2017,1,10,WEST BENGAL,EAST,37
12/4/2017,1,11,WEST BENGAL,EAST,23
12/4/2017,1,13,TAMIL NADU,SOUTH,20
12/4/2017,1,14,UTTAR PRADESH,EAST,0
12/4/2017,1,15,PUNJAB,NORTH,8
12/4/2017,1,16,TELANGANA,SOUTH,73
12/4/2017,1,17,ANDHRA PRADESH,SOUTH,12
12/4/2017,1,18,MAHARASHTRA,WEST,34
12/4/2017,1,19,MAHARASHTRA,WEST,72
12/4/2017,1,20,ORISSA,SOUTH,50
12/4/2017,1,21,MAHARASHTRA,WEST,0
12/4/2017,1,29,WEST BENGAL,EAST,11
12/4/2017,1,34,GUJARAT,WEST,88
12/4/2017,1,35,TAMIL NADU,SOUTH,0
12/4/2017,1,36,ASSAM,EAST,68
12/4/2017,1,42,WEST BENGAL,EAST,13
12/4/2017,1,43,TAMIL NADU,SOUTH,0
12/4/2017,1,48,ORISSA,SOUTH,39
12/4/2017,1,61,GUJARAT,WEST,26
12/4/2017,1,62,PUNJAB,NORTH,11
12/4/2017,1,63,JHARKHAND,SOUTH,9
12/4/2017,1,64,KARNATAKA,SOUTH,21
12/4/2017,1,65,ASSAM,EAST,71
12/4/2017,1,66,ANDHRA PRADESH,SOUTH,0
12/4/2017,1,67,GUJARAT,WEST,68
12/4/2017,1,68,GUJARAT,WEST,1
12/4/2017,1,69,TAMIL NADU,SOUTH,0
12/4/2017,1,70,MAHARASHTRA,WEST,10
12/4/2017,1,72,PUNJAB,NORTH,17
12/4/2017,1,73,PUNJAB,NORTH,13
12/4/2017,1,74,MAHARASHTRA,WEST,19
12/4/2017,1,76,TAMIL NADU,SOUTH,4
12/4/2017,1,77,MAHARASHTRA,WEST,12
12/4/2017,1,78,MAHARASHTRA,WEST,15
12/4/2017,1,79,UTTARAKHAND,EAST,17
12/4/2017,1,82,KERALA,SOUTH,9
12/4/2017,1,84,CHHATTISGARH,CENTRAL,0
12/4/2017,1,85,MAHARASHTRA,WEST,17
12/4/2017,1,100,UTTAR PRADESH,EAST,0
12/4/2017,1,101,UTTAR PRADESH,EAST,0
12/4/2017,1,103,BIHAR,EAST,19
12/4/2017,1,104,JHARKHAND,SOUTH,7
12/4/2017,1,105,GUJARAT,WEST,6
12/4/2017,1,111,ANDHRA PRADESH,SOUTH,0
12/4/2017,1,117,MAHARASHTRA,WEST,0
12/4/2017,1,120,TRIPURA,EAST,13
12/4/2017,1,121,KARNATAKA,SOUTH,0
12/4/2017,1,135,MAHARASHTRA,WEST,82
12/4/2017,1,136,TAMIL NADU,SOUTH,35
12/4/2017,1,137,MAHARASHTRA,WEST,29
12/4/2017,1,147,MADHYA PRADESH,CENTRAL,20
12/4/2017,1,159,BIHAR,EAST,0
12/4/2017,1,165,ORISSA,EAST,7
12/4/2017,1,202,UTTARAKHAND,EAST,0
12/4/2017,1,207,GUJARAT,WEST,0
12/4/2017,1,217,BIHAR,EAST,0
12/4/2017,1,248,MAHARASHTRA,WEST,0
12/4/2017,1,249,MAHARASHTRA,WEST,0
12/4/2017,1,250,GUJARAT,WEST,0
12/4/2017,1,251,TRIPURA,EAST,0
12/4/2017,1,254,ASSAM,EAST,0
12/4/2017,1,255,ASSAM,EAST,0
12/4/2017,1,257,GUJARAT,WEST,0
12/4/2017,1,258,HARYANA,NORTH,0
12/4/2017,1,259,HARYANA,NORTH,0
12/4/2017,1,260,TAMIL NADU,SOUTH,0
12/4/2017,1,261,HARYANA,NORTH,0
12/4/2017,1,262,UTTAR PRADESH,EAST,0
12/4/2017,1,263,ANDHRA PRADESH,SOUTH,0
12/4/2017,1,264,PUNJAB,NORTH,0
12/4/2017,1,265,ANDHRA PRADESH,SOUTH,0
12/4/2017,1,266,TELANGANA,SOUTH,0
12/4/2017,1,267,ANDHRA PRADESH,SOUTH,0
12/4/2017,1,268,UTTAR PRADESH,EAST,0
12/4/2017,1,269,UTTAR PRADESH,EAST,0
12/4/2017,1,270,UTTAR PRADESH,EAST,0
12/4/2017,1,271,HARYANA,NORTH,0
13-04-2017,1,1,WEST BENGAL,EAST,81
13-04-2017,1,3,DELHI,NORTH,56
13-04-2017,1,5,KARNATAKA,SOUTH,117
13-04-2017,1,7,WEST BENGAL,EAST,27
13-04-2017,1,8,WEST BENGAL,EAST,23
13-04-2017,1,9,WEST BENGAL,EAST,18
13-04-2017,1,10,WEST BENGAL,EAST,32
13-04-2017,1,11,WEST BENGAL,EAST,18
13-04-2017,1,13,TAMIL NADU,SOUTH,20
13-04-2017,1,14,UTTAR PRADESH,EAST,0
13-04-2017,1,15,PUNJAB,NORTH,20
13-04-2017,1,16,TELANGANA,SOUTH,59
13-04-2017,1,17,ANDHRA PRADESH,SOUTH,12
13-04-2017,1,18,MAHARASHTRA,WEST,28
13-04-2017,1,19,MAHARASHTRA,WEST,99
13-04-2017,1,20,ORISSA,SOUTH,39
13-04-2017,1,21,MAHARASHTRA,WEST,0
13-04-2017,1,29,WEST BENGAL,EAST,12
13-04-2017,1,34,GUJARAT,WEST,72
13-04-2017,1,35,TAMIL NADU,SOUTH,0
13-04-2017,1,36,ASSAM,EAST,73
13-04-2017,1,42,WEST BENGAL,EAST,9
13-04-2017,1,43,TAMIL NADU,SOUTH,0
13-04-2017,1,48,ORISSA,SOUTH,24
13-04-2017,1,61,GUJARAT,WEST,23
13-04-2017,1,62,PUNJAB,NORTH,5
13-04-2017,1,63,JHARKHAND,SOUTH,7
13-04-2017,1,64,KARNATAKA,SOUTH,12
13-04-2017,1,65,ASSAM,EAST,76
13-04-2017,1,66,ANDHRA PRADESH,SOUTH,0
13-04-2017,1,67,GUJARAT,WEST,97
13-04-2017,1,68,GUJARAT,WEST,4
13-04-2017,1,69,TAMIL NADU,SOUTH,0
